,id,full_name,first_name,last_name,is_active
2507,77313,Tom Kron,Tom,Kron,False
2508,77314,Tom Kropp,Tom,Kropp,False
2509,2420,Nenad Krstic,Nenad,Krstic,False
2510,1474,Larry Krystkowiak,Larry,Krystkowiak,False
2511,77316,Steve Kuberski,Steve,Kuberski,False
2512,77317,Leo Kubiak,Leo,Kubiak,False
2513,77318,Bruce Kuczenski,Bruce,Kuczenski,False
2514,77319,Frank Kudelka,Frank,Kudelka,False
2515,77320,John Kuester,John,Kuester,False
2516,77322,Ray Kuka,Ray,Kuka,False
2517,389,Toni Kukoc,Toni,Kukoc,False
2518,1629083,Arnoldas Kulboka,Arnoldas,Kulboka,False
2519,1630228,Jonathan Kuminga,Jonathan,Kuminga,True
2520,77323,Kevin Kunnert,Kevin,Kunnert,False
2521,77324,Mitch Kupchak,Mitch,Kupchak,False
2522,77325,Charles Kupec,Charles,Kupec,False
2523,1629066,Rodions Kurucs,Rodions,Kurucs,False
2524,201633,Rob Kurz,Rob,Kurz,False
2525,2825,Ibrahim Kutluay,Ibrahim,Kutluay,False
2526,1628398,Kyle Kuzma,Kyle,Kuzma,True
2527,203136,Ognjen Kuzmic,Ognjen,Kuzmic,False
2528,1627851,Mindaugas Kuzminskas,Mindaugas,Kuzminskas,False
2529,77327,Fred LaCour,Fred,LaCour,False
2530,1711,Raef LaFrentz,Raef,LaFrentz,False
2531,77328,Tom LaGarde,Tom,LaGarde,False
2532,1631222,Jake LaRavia,Jake,LaRavia,True
2533,1601,Rusty LaRue,Rusty,LaRue,False
2534,77340,Rudy LaRusso,Rudy,LaRusso,False
2535,203897,Zach LaVine,Zach,LaVine,True
2536,1627746,Skal Labissiere,Skal,Labissiere,False
2537,77326,Sam Lacey,Sam,Lacey,False
2538,363,Christian Laettner,Christian,Laettner,False
2539,201802,Oliver Lafayette,Oliver,Lafayette,False
2540,100263,Bill Laimbeer,Bill,Laimbeer,False
2541,77329,Pete Lalich,Pete,Lalich,False
2542,77330,Bo Lamar,Bo,Lamar,False
2543,1630237,Anthony Lamb,Anthony,Lamb,False
2544,203117,Doron Lamb,Doron,Lamb,False
2545,203087,Jeremy Lamb,Jeremy,Lamb,False
2546,77331,John Lambert,John,Lambert,False
2547,77332,Jeff Lamp,Jeff,Lamp,False
2548,2573,Maciej Lampe,Maciej,Lampe,False
2549,77333,Jim Lampley,Jim,Lampley,False
2550,2253,Sean Lampley,Sean,Lampley,False
2551,1629111,Jock Landale,Jock,Landale,True
2552,201171,Carl Landry,Carl,Landry,False
2553,202068,Marcus Landry,Marcus,Landry,False
2554,77334,Mark Landsberger,Mark,Landsberger,False
2555,77335,Jerome Lane,Jerome,Lane,False
2556,457,Andrew Lang,Andrew,Lang,False
2557,226,Antonio Lang,Antonio,Lang,False
2558,2591,James Lang,James,Lang,False
2559,1892,Trajan Langdon,Trajan,Langdon,False
2560,101247,Keith Langford,Keith,Langford,False
2561,1629641,Romeo Langford,Romeo,Langford,False
2562,2061,Dan Langhi,Dan,Langhi,False
2563,600005,Bob Lanier,Bob,Lanier,False
2564,77338,Stu Lantz,Stu,Lantz,False
2565,1627879,Nicolas Laprovittola,Nicolas,Laprovittola,False
2566,77339,York Larese,York,Larese,False
2567,203499,Shane Larkin,Shane,Larkin,False
2568,1641796,Pelle Larsson,Pelle,Larsson,True
2569,77341,John Laskowski,John,Laskowski,False
2570,201186,Stephane Lasme,Stephane,Lasme,False
2571,77342,Dave Lattin,Dave,Lattin,False
2572,968,Priest Lauderdale,Priest,Lauderdale,False
2573,77344,Rich Laurel,Rich,Laurel,False
2574,77345,Walt Lautenbach,Walt,Lautenbach,False
2575,203530,Joffrey Lauvergne,Joffrey,Lauvergne,False
2576,77346,Tony Lavelli,Tony,Lavelli,False
2577,77347,Bob Lavoy,Bob,Lavoy,False
2578,201151,Acie Law,Acie,Law,False
2579,1629724,Vic Law,Vic,Law,False
2580,202371,Gani Lawal,Gani,Lawal,False
2581,77348,Ed Lawrence,Ed,Lawrence,False
2582,1630639,A.J. Lawson,A.J.,Lawson,True
2583,1535,Jason Lawson,Jason,Lawson,False
2584,201951,Ty Lawson,Ty,Lawson,False
2585,1627774,Jake Layman,Jake,Layman,False
2586,77350,Dennis Layton,Dennis,Layton,False
2587,1627747,Caris LeVert,Caris,LeVert,True
2588,1628388,T.J. Leaf,T.J.,Leaf,False
2589,77351,Emanuel Leaks,Emanuel,Leaks,False
2590,77352,Hal Lear,Hal,Lear,False
2591,77353,Allen Leavell,Allen,Leavell,False
2592,77354,Jeff Lebo,Jeff,Lebo,False
2593,287,Eric Leckner,Eric,Leckner,False
2594,1629665,Jalen Lecque,Jalen,Lecque,False
2595,203495,Ricky Ledo,Ricky,Ledo,False
2596,77356,Butch Lee,Butch,Lee,False
2597,77357,Clyde Lee,Clyde,Lee,False
2598,201584,Courtney Lee,Courtney,Lee,False
2599,1627814,Damion Lee,Damion,Lee,True
2600,101135,David Lee,David,Lee,False
2601,77358,Doug Lee,Doug,Lee,False
2602,77359,George Lee,George,Lee,False
2603,77360,Greg Lee,Greg,Lee,False
2604,77361,Keith Lee,Keith,Lee,False
2605,77362,Kurk Lee,Kurk,Lee,False
2606,202723,Malcolm Lee,Malcolm,Lee,False
2607,77363,Rock Lee,Rock,Lee,False
2608,77364,Ron Lee,Ron,Lee,False
2609,77365,Russell Lee,Russell,Lee,False
2610,1630240,Saben Lee,Saben,Lee,False
2611,77366,Ed Leede,Ed,Leede,False
2612,77367,Hank Lefkowitz,Hank,Lefkowitz,False
2613,100,Tim Legler,Tim,Legler,False
2614,77369,George Lehmann,George,Lehmann,False
2615,1627215,Walt Lemon Jr.,Walt,Lemon Jr.,False
2616,203458,Alex Len,Alex,Len,True
2617,702,Voshon Lenard,Voshon,Lenard,False
2618,77371,Bob Leonard,Bob,Leonard,False
2619,77370,Gary Leonard,Gary,Leonard,False
2620,202695,Kawhi Leonard,Kawhi,Leonard,True
2621,203086,Meyers Leonard,Meyers,Leonard,False
2622,1642502,Malevy Leons,Malevy,Leons,True
2623,77372,Jim Les,Jim,Les,False
2624,202727,Travis Leslie,Travis,Leslie,False
2625,77373,Ronnie Lester,Ronnie,Lester,False
2626,77374,Clifford Lett,Clifford,Lett,False
2627,202720,Jon Leuer,Jon,Leuer,False
2628,77375,Andrew Levane,Andrew,Levane,False
2629,77376,Lafayette Lever,Lafayette,Lever,False
2630,77377,Cliff Levingston,Cliff,Levingston,False
2631,77385,Bobby Lewis,Bobby,Lewis,False
2632,736,Cedric Lewis,Cedric,Lewis,False
2633,77379,Fred Lewis,Fred,Lewis,False
2634,77380,Freddie Lewis,Freddie,Lewis,False
2635,77381,Grady Lewis,Grady,Lewis,False
2636,1631171,Justin Lewis,Justin,Lewis,False
2637,729,Martin Lewis,Martin,Lewis,False
2638,1641721,Maxwell Lewis,Maxwell,Lewis,True
2639,1900,Quincy Lewis,Quincy,Lewis,False
2640,77383,Ralph Lewis,Ralph,Lewis,False
2641,1740,Rashard Lewis,Rashard,Lewis,False
2642,77384,Reggie Lewis,Reggie,Lewis,False
2643,1630575,Scottie Lewis,Scottie,Lewis,False
2644,1630184,Kira Lewis Jr.,Kira,Lewis Jr.,False
2645,77386,Marcus Liberty,Marcus,Liberty,False
2646,77387,Todd Lichti,Todd,Lichti,False
2647,1630604,E.J. Liddell,E.J.,Liddell,True
2648,202732,DeAndre Liggins,DeAndre,Liggins,False
2649,77388,Bill Ligon,Bill,Ligon,False
2650,203081,Damian Lillard,Damian,Lillard,True
2651,202391,Jeremy Lin,Jeremy,Lin,False
2652,77389,Steve Lingenfelter,Steve,Lingenfelter,False
2653,175,Alton Lister,Alton,Lister,False
2654,1629642,Nassir Little,Nassir,Little,False
2655,1641726,Dereck Lively II,Dereck,Lively II,True
2656,1630587,Isaiah Livers,Isaiah,Livers,False
2657,1641753,Chris Livingston,Chris,Livingston,True
2658,988,Randy Livingston,Randy,Livingston,False
2659,2733,Shaun Livingston,Shaun,Livingston,False
2660,77392,Ron Livingstone,Ron,Livingstone,False
2661,1024,Horacio Llamas,Horacio,Llamas,False
2662,77394,Earl Lloyd,Earl,Lloyd,False
2663,77395,Lewis Lloyd,Lewis,Lloyd,False
2664,77396,Scott Lloyd,Scott,Lloyd,False
2665,77397,Bob Lochmueller,Bob,Lochmueller,False
2666,77398,Robert Lock,Robert,Lock,False
2667,77399,Darrell Lockhart,Darrell,Lockhart,False
2668,1100,Ian Lockhart,Ian,Lockhart,False
2669,77401,Kevin Loder,Kevin,Loder,False
2670,77402,Don Lofgran,Don,Lofgran,False
2671,1629155,Zach Lofton,Zach,Lofton,False
2672,1631254,Kenneth Lofton Jr.,Kenneth,Lofton Jr.,False
2673,77403,Johnny Logan,Johnny,Logan,False
2674,38,Brad Lohaus,Brad,Lohaus,False
2675,1609,Art Long,Art,Long,False
2676,3,Grant Long,Grant,Long,False
2677,1381,John Long,John,Long,False
2678,77406,Paul Long,Paul,Long,False
2679,1627848,Shawn Long,Shawn,Long,False
2680,26,Luc Longley,Luc,Longley,False
2681,1626172,Kevon Looney,Kevon,Looney,True
2682,201572,Brook Lopez,Brook,Lopez,True
2683,1732,Felipe Lopez,Felipe,Lopez,False
2684,2221,Raul Lopez,Raul,Lopez,False
2685,201577,Robin Lopez,Robin,Lopez,False
2686,943,Ryan Lorthridge,Ryan,Lorthridge,False
2687,77409,Jim Loscutoff,Jim,Loscutoff,False
2688,77410,Plummer Lott,Plummer,Lott,False
2689,77411,Kevin Loughery,Kevin,Loughery,False
2690,1629712,Didi Louzada,Didi,Louzada,False
2691,77412,Bob Love,Bob,Love,False
2692,201567,Kevin Love,Kevin,Love,True
2693,77413,Stan Love,Stan,Love,False
2694,77414,Clyde Lovellette,Clyde,Lovellette,False
2695,77415,Sidney Lowe,Sidney,Lowe,False
2696,77416,Chuck Lowery,Chuck,Lowery,False
2697,200768,Kyle Lowry,Kyle,Lowry,True
2698,1628070,Jordan Loyd,Jordan,Loyd,False
2699,77417,Al Lucas,Al,Lucas,False
2700,77418,Jerry Lucas,Jerry,Lucas,False
2701,77419,John Lucas,John,Lucas,False
2702,203564,Kalin Lucas,Kalin,Lucas,False
2703,77420,Maurice Lucas,Maurice,Lucas,False
2704,101249,John Lucas III,John,Lucas III,False
2705,77421,Ted Luckenbill,Ted,Luckenbill,False
2706,1731,Tyronn Lue,Tyronn,Lue,False
2707,77422,Jim Luisi,Jim,Luisi,False
2708,77423,Al Lujack,Al,Lujack,False
2709,77424,Phil Lumpkin,Phil,Lumpkin,False
2710,77425,Ray Lumpp,Ray,Lumpp,False
2711,1630994,Gabriel Lundberg,Gabriel,Lundberg,False
2712,1641754,Seth Lundy,Seth,Lundy,False
2713,1627789,Timothe Luwawu-Cabarrot,Timothe,Luwawu-Cabarrot,False
2714,1628399,Tyler Lydon,Tyler,Lydon,False
2715,1626168,Trey Lyles,Trey,Lyles,True
2716,248,George Lynch,George,Lynch,False
2717,77426,Kevin Lynch,Kevin,Lynch,False
2718,77427,Mike Lynn,Mike,Lynn,False
2719,1627815,Sheldon Mac,Sheldon,Mac,False
2720,1928,Todd MacCulloch,Todd,MacCulloch,False
2721,77430,Ronnie MacGilvray,Ronnie,MacGilvray,False
2722,931,Don MacLean,Don,MacLean,False
2723,77428,Mike Macaluso,Mike,Macaluso,False
2724,77429,Ed Macauley,Ed,Macauley,False
2725,203159,Scott Machado,Scott,Machado,False
2726,101178,Arvydas Macijauskas,Arvydas,Macijauskas,False
2727,77432,Ollie Mack,Ollie,Mack,False
2728,694,Sam Mack,Sam,Mack,False
2729,202714,Shelvin Mack,Shelvin,Mack,False
2730,1635,Malcolm Mackey,Malcolm,Mackey,False
2731,77435,Rudy Macklin,Rudy,Macklin,False
2732,202731,Vernon Macklin,Vernon,Macklin,False
2733,77436,Johnny Macknowski,Johnny,Macknowski,False
2734,1629133,Daryl Macon,Daryl,Macon,False
2735,1855,Mark Macon,Mark,Macon,False
2736,1629122,J.P. Macura,J.P.,Macura,False
2737,77438,Kyle Macy,Kyle,Macy,False
2738,77439,Jack Maddox,Jack,Maddox,False
2739,2432,Tito Maddox,Tito,Maddox,False
2740,1666,Gerald Madkins,Gerald,Madkins,False
2741,2058,Mark Madsen,Mark,Madsen,False
2742,77441,Norm Mager,Norm,Mager,False
2743,203705,Josh Magette,Josh,Magette,False
2744,1894,Corey Maggette,Corey,Maggette,False
2745,77442,Dave Magley,Dave,Magley,False
2746,2048,Jamaal Magloire,Jamaal,Magloire,False
2747,1630266,Will Magnay,Will,Magnay,False
2748,101133,Ian Mahinmi,Ian,Mahinmi,False
2749,77443,John Mahnken,John,Mahnken,False
2750,77444,Francis Mahoney,Francis,Mahoney,False
2751,328,Rick Mahorn,Rick,Mahorn,False
2752,105,Dan Majerle,Dan,Majerle,False
2753,200970,Renaldo Major,Renaldo,Major,False
2754,1627748,Thon Maker,Thon,Maker,False
2755,77447,Lionel Malamed,Lionel,Malamed,False
2756,1630177,Theo Maledon,Theo,Maledon,False
2757,117,Jeff Malone,Jeff,Malone,False
2758,252,Karl Malone,Karl,Malone,False
2759,77449,Moses Malone,Moses,Malone,False
2760,1074,Matt Maloney,Matt,Maloney,False
2761,77450,Steve Malovic,Steve,Malovic,False
2762,1630572,Sandro Mamukelashvili,Sandro,Mamukelashvili,True
2763,77451,Ted Manakas,Ted,Manakas,False
2764,77452,John Mandic,John,Mandic,False
2765,1630211,Karim Mane,Karim,Mane,False
2766,77453,Frank Mangiapane,Frank,Mangiapane,False
2767,986,Marcus Mann,Marcus,Mann,False
2768,1629611,Terance Mann,Terance,Mann,True
2769,1630544,Tre Mann,Tre,Mann,True
2770,330,Danny Manning,Danny,Manning,False
2771,77454,Ed Manning,Ed,Manning,False
2772,316,Richard Manning,Richard,Manning,False
2773,1630185,Nico Mannion,Nico,Mannion,False
2774,77456,Pace Mannion,Pace,Mannion,False
2775,77457,Nick Mantis,Nick,Mantis,False
2776,77459,Pete Maravich,Pete,Maravich,False
2777,77458,Peter Maravich,Peter,Maravich,False
2778,203906,Devyn Marble,Devyn,Marble,False
2779,77460,Roy Marble,Roy,Marble,False
2780,950,Stephon Marbury,Stephon,Marbury,False
2781,36,Sarunas Marciulionis,Sarunas,Marciulionis,False
2782,77462,Saul Mariaschin,Saul,Mariaschin,False
2783,77463,Jack Marin,Jack,Marin,False
2784,1890,Shawn Marion,Shawn,Marion,False
2785,1626246,Boban Marjanović,Boban,Marjanović,False
2786,1628374,Lauri Markkanen,Lauri,Markkanen,True
2787,200806,Damir Markota,Damir,Markota,False
2788,1752,Sean Marks,Sean,Marks,False
2789,77464,Harvey Marlatt,Harvey,Marlatt,False
2790,77465,Eric Marsh,Eric,Marsh,False
2791,77466,Jim Marsh,Jim,Marsh,False
2792,681,Donny Marshall,Donny,Marshall,False
2793,923,Donyell Marshall,Donyell,Marshall,False
2794,203088,Kendall Marshall,Kendall,Marshall,False
2795,1630230,Naji Marshall,Naji,Marshall,True
2796,101185,Rawle Marshall,Rawle,Marshall,False
2797,77467,Tom Marshall,Tom,Marshall,False
2798,77468,Vester Marshall,Vester,Marshall,False
2799,77481,Bill Martin,Bill,Martin,False
2800,77478,Bob Martin,Bob,Martin,False
2801,77469,Brian Martin,Brian,Martin,False
2802,1628997,Caleb Martin,Caleb,Martin,True
2803,201858,Cartier Martin,Cartier,Martin,False
2804,1628998,Cody Martin,Cody,Martin,True
2805,733,Cuonzo Martin,Cuonzo,Martin,False
2806,239,Darrick Martin,Darrick,Martin,False
2807,77473,Don Martin,Don,Martin,False
2808,77471,Donald Martin,Donald,Martin,False
2809,77472,Fernando Martin,Fernando,Martin,False
2810,1626185,Jarell Martin,Jarell,Martin,False
2811,1641798,Jaylen Martin,Jaylen,Martin,True
2812,77474,Jeff Martin,Jeff,Martin,False
2813,1629725,Jeremiah Martin,Jeremiah,Martin,False
2814,1630231,KJ Martin,KJ,Martin,True
2815,1629103,Kelan Martin,Kelan,Martin,False
2816,2030,Kenyon Martin,Kenyon,Martin,False
2817,2755,Kevin Martin,Kevin,Martin,False
2818,77475,Larue Martin,Larue,Martin,False
2819,77476,Mo Martin,Mo,Martin,False
2820,77477,Phil Martin,Phil,Martin,False
2821,77479,Ronald Martin,Ronald,Martin,False
2822,77480,Slater Martin,Slater,Martin,False
2823,1631213,Tyrese Martin,Tyrese,Martin,True
2824,469,Jamal Mashburn,Jamal,Mashburn,False
2825,77482,Al Masino,Al,Masino,False
2826,193,Anthony Mason,Anthony,Mason,False
2827,2046,Desmond Mason,Desmond,Mason,False
2828,1628412,Frank Mason III,Frank,Mason III,False
2829,2427,Roger Mason Jr.,Roger,Mason Jr.,False
2830,763,Tony Massenburg,Tony,Massenburg,False
2831,77483,Eddie Mast,Eddie,Mast,False
2832,1628999,Yante Maten,Yante,Maten,False
2833,1629726,Garrison Mathews,Garrison,Mathews,True
2834,1628493,Mangok Mathiang,Mangok,Mathiang,False
2835,1629751,Dakota Mathias,Dakota,Mathias,False
2836,1631097,Bennedict Mathurin,Bennedict,Mathurin,True
2837,1631255,Karlo Matković,Karlo,Matković,True
2838,77484,Wes Matthews,Wes,Matthews,False
2839,202083,Wesley Matthews,Wesley,Matthews,False
2840,77485,Ariel Maughan,Ariel,Maughan,False
2841,77486,Marlon Maxey,Marlon,Maxey,False
2842,1630178,Tyrese Maxey,Tyrese,Maxey,True
2843,101131,Jason Maxiell,Jason,Maxiell,False
2844,77487,Cedric Maxwell,Cedric,Maxwell,False
2845,137,Vernon Maxwell,Vernon,Maxwell,False
2846,77489,Don May,Don,May,False
2847,77490,Scott May,Scott,May,False
2848,101118,Sean May,Sean,May,False
2849,195,Lee Mayberry,Lee,Mayberry,False
2850,77492,Clyde Mayes,Clyde,Mayes,False
2851,77493,Tharon Mayes,Tharon,Mayes,False
2852,77495,Bill Mayfield,Bill,Mayfield,False
2853,77494,Ken Mayfield,Ken,Mayfield,False
2854,201953,Eric Maynor,Eric,Maynor,False
2855,201564,O.J. Mayo,O.J.,Mayo,False
2856,1630219,Skylar Mays,Skylar,Mays,False
2857,77496,Travis Mays,Travis,Mays,False
2858,77497,Matt Mazza,Matt,Mazza,False
2859,201601,Luc Mbah a Moute,Luc,Mbah a Moute,False
2860,2788,DJ Mbenga,DJ,Mbenga,False
2861,77498,Bob McAdoo,Bob,McAdoo,False
2862,203949,James Michael McAdoo,James Michael,McAdoo,False
2863,77499,Ken McBride,Ken,McBride,False
2864,1630540,Miles McBride,Miles,McBride,True
2865,1642272,Jared McCain,Jared,McCain,True
2866,1628769,Tahjere McCall,Tahjere,McCall,False
2867,203492,Ray McCallum,Ray,McCallum,False
2868,737,Bob McCann,Bob,McCann,False
2869,77500,Brendan McCann,Brendan,McCann,False
2870,77502,Mel McCants,Mel,McCants,False
2871,101119,Rashad McCants,Rashad,McCants,False
2872,77503,Mike McCarron,Mike,McCarron,False
2873,77504,Andre McCarter,Andre,McCarter,False
2874,77505,Willie McCarter,Willie,McCarter,False
2875,77506,Johnny McCarthy,Johnny,McCarthy,False
2876,77507,Howie McCarty,Howie,McCarty,False
2877,1820,Kelly McCarty,Kelly,McCarty,False
2878,962,Walter McCarty,Walter,McCarty,False
2879,1043,Amal McCaskill,Amal,McCaskill,False
2880,1627775,Patrick McCaw,Patrick,McCaw,False
2881,77509,Dwayne McClain,Dwayne,McClain,False
2882,77510,Ted 'Hound Dog' McClain,Ted 'Hound Dog',McClain,False
2883,2082,Dan McClintock,Dan,McClintock,False
2884,77512,Jack McCloskey,Jack,McCloskey,False
2885,45,George McCloud,George,McCloud,False
2886,1630644,Mac McClung,Mac,McClung,True
2887,203468,CJ McCollum,CJ,McCollum,True
2888,77513,John McConathy,John,McConathy,False
2889,77514,Paul McConnell,Paul,McConnell,False
2890,204456,T.J. McConnell,T.J.,McConnell,True
2891,77515,Keith McCord,Keith,McCord,False
2892,77516,Tim McCormick,Tim,McCormick,False
2893,1741,Jelani McCoy,Jelani,McCoy,False
2894,77517,Paul McCracken,Paul,McCracken,False
2895,200840,Chris McCray,Chris,McCray,False
2896,1622,Rodney McCray,Rodney,McCray,False
2897,77518,Scooter McCray,Scooter,McCray,False
2898,1628571,Erik McCree,Erik,McCree,False
2899,1641755,Kevin McCullar Jr.,Kevin,McCullar Jr.,True
2900,1626191,Chris McCullough,Chris,McCullough,False
2901,77520,John McCullough,John,McCullough,False
2902,723,Clint McDaniel,Clint,McDaniel,False
2903,1365,Xavier McDaniel,Xavier,McDaniel,False
2904,1630183,Jaden McDaniels,Jaden,McDaniels,True
2905,1629667,Jalen McDaniels,Jalen,McDaniels,False
2906,77523,Jim McDaniels,Jim,McDaniels,False
2907,203909,KJ McDaniels,KJ,McDaniels,False
2908,203926,Doug McDermott,Doug,McDermott,True
2909,1630253,Sean McDermott,Sean,McDermott,False
2910,77524,Ben McDonald,Ben,McDonald,False
2911,77525,Glenn McDonald,Glenn,McDonald,False
2912,1075,Michael McDonald,Michael,McDonald,False
2913,77527,Hank McDowell,Hank,McDowell,False
2914,686,Antonio McDyess,Antonio,McDyess,False
2915,77528,Jim McElroy,Jim,McElroy,False
2916,200829,Ivan McFarlin,Ivan,McFarlin,False
2917,77529,Mel McGaha,Mel,McGaha,False
2918,203956,Mitch McGary,Mitch,McGary,False
2919,201580,JaVale McGee,JaVale,McGee,False
2920,77530,Mike McGee,Mike,McGee,False
2921,77531,Bill McGill,Bill,McGill,False
2922,77532,George McGinnis,George,McGinnis,False
2923,77533,Jon McGlocklin,Jon,McGlocklin,False
2924,1631121,Bryce McGowens,Bryce,McGowens,True
2925,1503,Tracy McGrady,Tracy,McGrady,False
2926,77534,Gil McGregor,Gil,McGregor,False
2927,1630787,Cameron McGriff,Cameron,McGriff,False
2928,203585,Rodney McGruder,Rodney,McGruder,False
2929,77536,Al McGuire,Al,McGuire,False
2930,77535,Allie McGuire,Allie,McGuire,False
2931,77537,Dick McGuire,Dick,McGuire,False
2932,201187,Dominic McGuire,Dominic,McGuire,False
2933,1450,Kevin McHale,Kevin,McHale,False
2934,29,Jim McIlvaine,Jim,McIlvaine,False
2935,976,Jeff McInnis,Jeff,McInnis,False
2936,77540,Kenny McIntosh,Kenny,McIntosh,False
2937,77541,Kevin McKenna,Kevin,McKenna,False
2938,77542,Forrest McKenzie,Forrest,McKenzie,False
2939,77543,Stan McKenzie,Stan,McKenzie,False
2940,365,Derrick McKey,Derrick,McKey,False
2941,243,Aaron McKie,Aaron,McKie,False
2942,77547,Billy McKinney,Billy,McKinney,False
2943,77545,Carlton McKinney,Carlton,McKinney,False
2944,77546,Horace McKinney,Horace,McKinney,False
2945,203590,Trey McKinney-Jones,Trey,McKinney-Jones,False
2946,1628035,Alfonzo McKinnie,Alfonzo,McKinnie,False
2947,1630605,JaQuori McLaughlin,JaQuori,McLaughlin,False
2948,1629162,Jordan McLaughlin,Jordan,McLaughlin,True
2949,203463,Ben McLemore,Ben,McLemore,False
2950,77548,Mccoy McLemore,Mccoy,McLemore,False
2951,77549,George McLeod,George,McLeod,False
2952,2693,Keith McLeod,Keith,McLeod,False
2953,1728,Roshown McLeod,Roshown,McLeod,False
2954,77551,Jack McMahon,Jack,McMahon,False
2955,203,Nate McMillan,Nate,McMillan,False
2956,77553,Tom McMillen,Tom,McMillen,False
2957,77554,Jim McMillian,Jim,McMillian,False
2958,77555,Shellie McMillon,Shellie,McMillon,False
2959,77556,Mal McMullan,Mal,McMullan,False
2960,77557,Chet McNabb,Chet,McNabb,False
2961,77558,Mark McNamara,Mark,McNamara,False
2962,77559,Joe McNamee,Joe,McNamee,False
2963,202077,Jerel McNeal,Jerel,McNeal,False
2964,77560,Chris McNealy,Chris,McNealy,False
2965,77562,Bob McNeill,Bob,McNeill,False
2966,77561,Larry McNeill,Larry,McNeill,False
2967,77563,Carl McNulty,Carl,McNulty,False
2968,2101,Paul McPherson,Paul,McPherson,False
2969,77565,Cozell McQueen,Cozell,McQueen,False
2970,203895,Jordan McRae,Jordan,McRae,False
2971,77566,Thales McReynolds,Thales,McReynolds,False
2972,201177,Josh McRoberts,Josh,McRoberts,False
2973,1629098,Jack McVeigh,Jack,McVeigh,True
2974,77567,Eric McWilliams,Eric,McWilliams,False
2975,77568,George Mearns,George,Mearns,False
2976,2098,Slava Medvedenko,Slava,Medvedenko,False
2977,1577,Darnell Mee,Darnell,Mee,False
2978,201975,Jodie Meeks,Jodie,Meeks,False
2979,77570,Cliff Meely,Cliff,Meely,False
2980,77571,Scott Meents,Scott,Meents,False
2981,77572,Dick Mehen,Dick,Mehen,False
2982,77573,Don Meineke,Don,Meineke,False
2983,77574,Carl Meinhold,Carl,Meinhold,False
2984,1626257,Salah Mejri,Salah,Mejri,False
2985,203539,Gal Mekel,Gal,Mekel,False
2986,77576,Bill Melchionni,Bill,Melchionni,False
2987,77575,Gary Melchionni,Gary,Melchionni,False
2988,1629740,Nicolo Melli,Nicolo,Melli,False
2989,203097,Fab Melo,Fab,Melo,False
2990,1629001,De'Anthony Melton,De'Anthony,Melton,True
2991,77577,Ed Melvin,Ed,Melvin,False
2992,77578,Dean Meminger,Dean,Meminger,False
2993,77579,Chuck Mencel,Chuck,Mencel,False
2994,77580,John Mengelt,John,Mengelt,False
2995,77581,Ken Menke,Ken,Menke,False
2996,1641877,Nathan Mensah,Nathan,Mensah,False
2997,200822,Pops Mensah-Bonsu,Pops,Mensah-Bonsu,False
2998,1500,Ron Mercer,Ron,Mercer,False
2999,77582,Joe Meriweather,Joe,Meriweather,False
3000,77583,Porter Meriwether,Porter,Meriwether,False
3001,1630241,Sam Merrill,Sam,Merrill,True
3002,77584,Tom Meschery,Tom,Meschery,False
3003,1629002,Chimezie Metu,Chimezie,Metu,False
3004,684,Loren Meyer,Loren,Meyer,False
3005,77586,Dave Meyers,Dave,Meyers,False
3006,77587,Stan Miasek,Stan,Miasek,False
3007,77588,Larry Micheaux,Larry,Micheaux,False
3008,203995,Vasilije Micić,Vasilije,Micić,True
3009,1626175,Jordan Mickey,Jordan,Mickey,False
3010,203114,Khris Middleton,Khris,Middleton,True
3011,77589,Zigmund Mihalik,Zigmund,Mihalik,False
3012,2036,Chris Mihm,Chris,Mihm,False
3013,1628450,Eric Mika,Eric,Mika,False
3014,77590,Ed Mikan,Ed,Mikan,False
3015,600012,George Mikan,George,Mikan,False
3016,77591,Larry Mikan,Larry,Mikan,False
3017,77593,Vern Mikkelsen,Vern,Mikkelsen,False
3018,77594,Al Miksis,Al,Miksis,False
3019,101223,Aaron Miles,Aaron,Miles,False
3020,101139,CJ Miles,CJ,Miles,False
3021,2032,Darius Miles,Darius,Miles,False
3022,77596,Eddie Miles,Eddie,Miles,False
3023,1527,Marko Milic,Marko,Milic,False
3024,2545,Darko Milicic,Darko,Milicic,False
3025,77598,Nat Militzok,Nat,Militzok,False
3026,1889,Andre Miller,Andre,Miller,False
3027,292,Anthony Miller,Anthony,Miller,False
3028,77605,Bill Miller,Bill,Miller,False
3029,77603,Bob Miller,Bob,Miller,False
3030,1802,Brad Miller,Brad,Miller,False
3031,1641706,Brandon Miller,Brandon,Miller,True
3032,203121,Darius Miller,Darius,Miller,False
3033,77602,Dick Miller,Dick,Miller,False
3034,77599,Eddie Miller,Eddie,Miller,False
3035,1641801,Emanuel Miller,Emanuel,Miller,True
3036,77600,Harry Miller,Harry,Miller,False
3037,77601,Jay Miller,Jay,Miller,False
3038,1641757,Jordan Miller,Jordan,Miller,True
3039,1631159,Leonard Miller,Leonard,Miller,True
3040,1626259,Malcolm Miller,Malcolm,Miller,False
3041,2034,Mike Miller,Mike,Miller,False
3042,932,Oliver Miller,Oliver,Miller,False
3043,203113,Quincy Miller,Quincy,Miller,False
3044,397,Reggie Miller,Reggie,Miller,False
3045,77604,Walt Miller,Walt,Miller,False
3046,168,Chris Mills,Chris,Mills,False
